IUk4,VrbFeSg6DZ4,"[3, 6, 10, 28]",
Uvcv,10P_V1DAvvE,"[11, 20, 22, 123, 250, 3655]","[{'text': 'today I am making protein bites that are', 'start': 0.57, 'duration': 8.319}, {'text': 'made from dates and nuts and seeds so', 'start': 3.939, 'duration': 9.27}, {'text': 'the first part of the process is to use', 'start': 8.889, 'duration': 7.531}, {'text': 'a half a cup of walnuts and a half a cup', 'start': 13.209, 'duration': 8.16}, {'text': 'of almonds and process them in a food', 'start': 16.42, 'duration': 7.41}, {'text': 'processor like this Cuisinart that I', 'start': 21.369, 'duration': 5.851}, {'text': ""can't get undone one-handed and to kind"", 'start': 23.83, 'duration': 7.05}, {'text': 'of a fine consistency like that and then', 'start': 27.22, 'duration': 8.19}, {'text': ""we're going to add sesame seeds hemp"", 'start': 30.88, 'duration': 13.92}, {'text': 'seeds chia seeds and dates okay so what', 'start': 35.41, 'duration': 14.309}, {'text': ""I do is I've got a cup of packed dates"", 'start': 44.8, 'duration': 10.89}, {'text': 'here and these have been pitted and', 'start': 49.719, 'duration': 7.791}, {'text': ""they're ready to be processed and then"", 'start': 55.69, 'duration': 4.47}, {'text': ""what I will add I'll add the chia seeds"", 'start': 57.51, 'duration': 7.869}, {'text': 'hemp seeds and the sesame seeds to the', 'start': 60.16, 'duration': 8.7}, {'text': 'bowl and then once the dates are to a', 'start': 65.379, 'duration': 5.251}, {'text': ""consistency that I like and I'll show"", 'start': 68.86, 'duration': 4.23}, {'text': 'you what that is then I will add this', 'start': 70.63, 'duration': 4.919}, {'text': 'mixture the bowl along with some pure', 'start': 73.09, 'duration': 6.18}, {'text': 'vanilla some clove and some ground', 'start': 75.549, 'duration': 7.71}, {'text': 'cinnamon so a 1/4 cup of sesame seeds', 'start': 79.27, 'duration': 7.32}, {'text': 'are added to the walnuts and almonds and', 'start': 83.259, 'duration': 9.061}, {'text': 'then 1/4 cup of chia seeds and then', 'start': 86.59, 'duration': 10.139}, {'text': 'lastly 1/4 cup of hemp seeds and these', 'start': 92.32, 'duration': 6.299}, {'text': 'hemp seeds I really like they come from', 'start': 96.729, 'duration': 6.721}, {'text': 'nough beetus naturals the bag I like', 'start': 98.619, 'duration': 7.71}, {'text': ""that it's a stand-up pouch because it"", 'start': 103.45, 'duration': 5.01}, {'text': 'makes it easier to pour and hemp seeds', 'start': 106.329, 'duration': 4.701}, {'text': 'are loaded with protein and antioxidants', 'start': 108.46, 'duration': 6.449}, {'text': ""so they're a great addition um and you"", 'start': 111.03, 'duration': 5.92}, {'text': 'can also see what they look like on the', 'start': 114.909, 'duration': 7.021}, {'text': ""back here and so I'm going to get the"", 'start': 116.95, 'duration': 7.459}, {'text': ""dates processing and I'll show you what"", 'start': 121.93, 'duration': 6.54}, {'text': 'then we want 1 teaspoon of vanilla a', 'start': 124.409, 'duration': 7.111}, {'text': 'pure vanilla extract', 'start': 128.47, 'duration': 3.05}, {'text': 'and then one tablespoon of cinnamon and', 'start': 131.86, 'duration': 8.22}, {'text': 'then I also at like to add clove to it', 'start': 136.26, 'duration': 5.44}, {'text': 'because I think cinnamon and clove goes', 'start': 140.08, 'duration': 5.25}, {'text': 'so well and lastly a little less than a', 'start': 141.7, 'duration': 7.77}, {'text': 'half a tablespoon of clove oh and then', 'start': 145.33, 'duration': 7.29}, {'text': 'of course we want a couple of pinches of', 'start': 149.47, 'duration': 12.18}, {'text': 'sea salt so I just keep a bowl on top of', 'start': 152.62, 'duration': 12.21}, {'text': ""my stove so that it's easy to grab like"", 'start': 161.65, 'duration': 5.73}, {'text': 'that if need be now you just want to', 'start': 164.83, 'duration': 6.51}, {'text': 'evenly dispersed if you can the seed and', 'start': 167.38, 'duration': 8.64}, {'text': 'nut mixture throughout the processor and', 'start': 171.34, 'duration': 6.66}, {'text': 'then we will start processing it and', 'start': 176.02, 'duration': 4.83}, {'text': ""basically at first it's going to seem"", 'start': 178.0, 'duration': 6.209}, {'text': ""like it's never going to adhere to one"", 'start': 180.85, 'duration': 5.79}, {'text': 'another so that you can roll them into', 'start': 184.209, 'duration': 5.461}, {'text': 'these nice balls and you can also', 'start': 186.64, 'duration': 6.56}, {'text': 'obviously you know press it down into a', 'start': 189.67, 'duration': 6.33}, {'text': 'cake pan or something similar and cut it', 'start': 193.2, 'duration': 7.75}, {'text': 'into bars if that is more your style but', 'start': 196.0, 'duration': 9.769}, {'text': 'I prefer the little bites like they are', 'start': 200.95, 'duration': 6.45}, {'text': 'processing for', 'start': 205.769, 'duration': 3.991}, {'text': 'now', 'start': 207.4, 'duration': 2.36}, {'text': ""I don't know"", 'start': 210.87, 'duration': 2.869}, {'text': 'sure smells get down', 'start': 217.7, 'duration': 5.289}, {'text': 'those sesame seeds and the hemp seeds', 'start': 220.62, 'duration': 6.69}, {'text': ""have a very nutty flavor so it's really"", 'start': 222.989, 'duration': 9.031}, {'text': ""nice aroma you can see now how it's"", 'start': 227.31, 'duration': 6.87}, {'text': 'starting to hear a little bit I might', 'start': 232.02, 'duration': 4.799}, {'text': 'need to add two or three more dates just', 'start': 234.18, 'duration': 6.57}, {'text': 'to get it a little stickier but you can', 'start': 236.819, 'duration': 5.25}, {'text': ""always experiment with that it's going"", 'start': 240.75, 'duration': 4.11}, {'text': ""to vary a little bit and then I'll show"", 'start': 242.069, 'duration': 5.011}, {'text': ""you when it's gotten to the consistency"", 'start': 244.86, 'duration': 7.379}, {'text': ""that I'm looking for window Rowland okay"", 'start': 247.08, 'duration': 7.11}, {'text': ""now it's reached the consistency I'm"", 'start': 252.239, 'duration': 4.141}, {'text': 'looking for you can see that a bunch of', 'start': 254.19, 'duration': 6.51}, {'text': 'it is clumped up over here and then some', 'start': 256.38, 'duration': 6.33}, {'text': 'is over there so this this is really', 'start': 260.7, 'duration': 6.3}, {'text': 'good consistency to roll it into a ball', 'start': 262.71, 'duration': 7.8}, {'text': ""and then we'll put it in the freezer and"", 'start': 267.0, 'duration': 6.03}, {'text': ""then when you're ready to eat it you"", 'start': 270.51, 'duration': 4.2}, {'text': 'just want to let it thaw on the counter', 'start': 273.03, 'duration': 4.82}, {'text': ""it doesn't take long for it to thaw and"", 'start': 274.71, 'duration': 7.04}, {'text': 'you can eat it before you go somewhere', 'start': 277.85, 'duration': 6.069}, {'text': ""like if you're going to the golf course"", 'start': 281.75, 'duration': 4.3}, {'text': 'and you need a little pick-me-up or if', 'start': 283.919, 'duration': 5.941}, {'text': ""you're going for a run what have you so"", 'start': 286.05, 'duration': 5.52}, {'text': ""these are little protein bites I'll"", 'start': 289.86, 'duration': 4.98}, {'text': 'include the recipe in the About section', 'start': 291.57, 'duration': 5.969}, {'text': 'below if you have any questions please', 'start': 294.84, 'duration': 4.65}, {'text': ""don't hesitate to ask if you want to"", 'start': 297.539, 'duration': 4.471}, {'text': 'know where to get this Cuisinart', 'start': 299.49, 'duration': 5.4}, {'text': ""I'll include a link to that online as"", 'start': 302.01, 'duration': 4.89}, {'text': 'well as those hemp seeds that I', 'start': 304.89, 'duration': 4.17}, {'text': 'mentioned earlier thanks so much for', 'start': 306.9, 'duration': 3.989}, {'text': 'watching and if you like this video', 'start': 309.06, 'duration': 3.96}, {'text': 'please give it a thumbs up helps our', 'start': 310.889, 'duration': 4.681}, {'text': 'channel grow and helps us bring you more', 'start': 313.02, 'duration': 4.8}, {'text': 'videos like this in the future thanks so', 'start': 315.57, 'duration': 4.73}, {'text': 'much for watching', 'start': 317.82, 'duration': 2.48}]"
s5cv,14GqyHQLvxs,"[2, 7, 464]",
UHcv,l_PfgfF9xq4,"[0, 1, 657, 677, 1465]",
qTcv,Pfocl5PgnjI,"[141, 255]",
HLcv,C9H0dN-E5fw,"[0, 1, 19]",
rOcv,CC0SiDh-Cyc,"[2, 7, 266, 458, 2599]",
Fecv,CM_y-IDcEmo,"[0, 1, 150, 203, 1558]","[{'text': ""the elder the village he's unconscious"", 'start': 1.82, 'duration': 18.7}, {'text': 'too dark gaia Phoenix this is going to', 'start': 7.379, 'duration': 18.06}, {'text': 'be fun he actually easier on this verse', 'start': 20.52, 'duration': 9.499}, {'text': ""then you well you're just easy actually"", 'start': 25.439, 'duration': 4.58}, {'text': ""I'm gonna put you a mess right now"", 'start': 31.91, 'duration': 4.2}, {'text': 'what the hell', 'start': 49.68, 'duration': 3.39}, {'text': 'get up man ow', 'start': 56.39, 'duration': 3.8}, {'text': 'oh shit come on spawn back thank you', 'start': 69.39, 'duration': 5.99}, {'text': 'what are you serious okay bring your', 'start': 77.03, 'duration': 14.67}, {'text': 'bass right back here', 'start': 88.29, 'duration': 3.41}, {'text': 'oh I see gotcha got it what damn I gotta', 'start': 101.22, 'duration': 44.58}, {'text': 'be a little bit quicker at least I will', 'start': 140.82, 'duration': 8.36}, {'text': 'pull what 360 pools', 'start': 145.8, 'duration': 3.38}, {'text': 'come on come on birdie ah', 'start': 155.31, 'duration': 12.42}, {'text': ""haha alright let's finish this now k"", 'start': 179.39, 'duration': 25.05}, {'text': 'cleared cleared', 'start': 199.32, 'duration': 5.12}, {'text': 'oh shit slam to this okay he should be', 'start': 209.17, 'duration': 18.3}, {'text': 'pissed now beyond it actually and that', 'start': 216.04, 'duration': 20.33}, {'text': 'was a definite miss that should the Miss', 'start': 227.47, 'duration': 8.9}, {'text': 'come here', 'start': 239.43, 'duration': 3.24}, {'text': 'oh hey oh come on Dark Gaia Phoenix okay', 'start': 244.98, 'duration': 10.339}, {'text': 'one more how did it know how is that', 'start': 257.51, 'duration': 18.78}, {'text': 'possible oh shit no', 'start': 270.33, 'duration': 5.96}, {'text': 'Tim I him so much right about now he', 'start': 285.37, 'duration': 9.94}, {'text': ""should have been done and it's flames"", 'start': 289.37, 'duration': 21.56}, {'text': ""came back great ok maybe it didn't"", 'start': 295.31, 'duration': 15.62}, {'text': ""that's a a meringue go get a medal for"", 'start': 311.469, 'duration': 17.111}, {'text': ""this I already see it alright let's"", 'start': 314.09, 'duration': 25.16}, {'text': ""finish this ok it's done battle is over"", 'start': 328.58, 'duration': 13.32}, {'text': 'but it could it into the lot faster', 'start': 339.25, 'duration': 5.939}, {'text': ""though I'll admit that"", 'start': 341.9, 'duration': 3.289}, {'text': ""well that's the end of dark guy of"", 'start': 355.96, 'duration': 10.57}, {'text': 'Phoenix ouch target tone was five', 'start': 358.009, 'duration': 19.291}, {'text': 'minutes and then I know that yeah', 'start': 366.53, 'duration': 19.65}, {'text': 'finally risky you zongshen he lost', 'start': 377.3, 'duration': 13.23}, {'text': 'consciousness huh okay we know we know', 'start': 386.18, 'duration': 11.06}, {'text': 'you the village elder please explain', 'start': 390.53, 'duration': 6.71}, {'text': 'oh thank you what do you just put', 'start': 401.32, 'duration': 12.65}, {'text': 'together the planet tablet', 'start': 408.61, 'duration': 5.36}]"
F2cv,CQrFnnTmWTI,[434],
yYcv,amVIWLdonRM,"[0, 27]",
Yecv,whsA6LhAl0U,"[0, 82, 103, 118]",
s2cv,wj-D449-Hfc,"[31, 40, 57, 1610, 1701]",
vEcv,3in5VO6TZQE,[503],
bjcv,3kcWYUB2zZ4,"[26, 370, 526, 527]","[{'text': ""hey guys surprise I can't I collected"", 'start': 0.03, 'duration': 3.419}, {'text': 'here with part three of our shopkins', 'start': 1.74, 'duration': 3.78}, {'text': ""season 2 of surprise eggs yeah that's"", 'start': 3.449, 'duration': 3.571}, {'text': ""right we're gonna be opening up the russ"", 'start': 5.52, 'duration': 3.03}, {'text': 'and go from the top tier of this', 'start': 7.02, 'duration': 4.53}, {'text': 'shopping blind aid box yeah fingers', 'start': 8.55, 'duration': 4.589}, {'text': 'crossed we can get some mark for our', 'start': 11.55, 'duration': 3.39}, {'text': ""collection and we're going to get one in"", 'start': 13.139, 'duration': 4.111}, {'text': ""the last video so let's hope little mark"", 'start': 14.94, 'duration': 5.429}, {'text': 'we only need more than that we need 11', 'start': 17.25, 'duration': 9.81}, {'text': 'now I - - so fingers crossed', 'start': 20.369, 'duration': 9.99}, {'text': ""free throws that we get some yeah so I'm"", 'start': 27.06, 'duration': 35.519}, {'text': 'going on you go okay awesome okay and in', 'start': 30.359, 'duration': 34.501}, {'text': 'our second one we have the white', 'start': 62.579, 'duration': 7.191}, {'text': 'Betsy boot again with her mustache', 'start': 64.86, 'duration': 4.91}, {'text': ""Cowboys well cowboy boots so I'm taking"", 'start': 70.4, 'duration': 11.38}, {'text': ""your saying so last names are draw I'm"", 'start': 73.77, 'duration': 9.06}, {'text': 'going to get this one', 'start': 81.78, 'duration': 5.94}, {'text': 'I finished over a video we have the baby', 'start': 82.83, 'duration': 6.929}, {'text': 'boots through each other that would be', 'start': 87.72, 'duration': 3.78}, {'text': 'pretty sad having my turn around with a', 'start': 89.759, 'duration': 4.941}, {'text': 'gun have a me draw a picture', 'start': 91.5, 'duration': 3.2}, {'text': '[Music]', 'start': 95.66, 'duration': 7.9}, {'text': 'a raffle go on go I can see bumbles', 'start': 99.38, 'duration': 7.68}, {'text': 'leather half-a-million bumble slippers', 'start': 103.56, 'duration': 12.96}, {'text': 'okay yes is we have the yellow fucking', 'start': 107.06, 'duration': 12.01}, {'text': 'get into it there we go', 'start': 116.52, 'duration': 6.81}, {'text': 'the yellow bun bun slipper so she is', 'start': 119.07, 'duration': 6.72}, {'text': 'kind of hue October yeah the pink the', 'start': 123.33, 'duration': 14.82}, {'text': 'pink one is much better yeah bye bye the', 'start': 125.79, 'duration': 24.57}, {'text': ""camera by patello bye hello Doctor she's"", 'start': 138.15, 'duration': 15.45}, {'text': ""good oh my god okay I'm going up in a"", 'start': 150.36, 'duration': 5.27}, {'text': 'fire one this time', 'start': 153.6, 'duration': 5.4}, {'text': 'this is it I said about every other egg', 'start': 155.63, 'duration': 6.57}, {'text': 'so far but this is it', 'start': 159.0, 'duration': 3.2}, {'text': '[Music]', 'start': 164.66, 'duration': 3.729}, {'text': ""I can see it I can see is this we've got"", 'start': 168.47, 'duration': 12.93}, {'text': 'the other Bart beans we have the orange', 'start': 173.72, 'duration': 11.43}, {'text': 'Bart beans I still stand by wiser he', 'start': 181.4, 'duration': 5.46}, {'text': 'should have been called white beans', 'start': 185.15, 'duration': 3.81}, {'text': 'black beans that the cool white beans', 'start': 186.86, 'duration': 3.66}, {'text': 'were in there it sounds more like', 'start': 188.96, 'duration': 4.95}, {'text': 'Beijing it does and we have toasty pop', 'start': 190.52, 'duration': 16.79}, {'text': ""so if you are I'm going to go for the"", 'start': 193.91, 'duration': 23.46}, {'text': 'far what these are a little more tricky', 'start': 207.31, 'duration': 17.5}, {'text': 'to get into bamboo baskets we have no', 'start': 217.37, 'duration': 8.49}, {'text': 'idea why', 'start': 224.81, 'duration': 5.67}, {'text': '13 8 right there Oh eggs but we have no', 'start': 225.86, 'duration': 15.69}, {'text': 'idea why they put me legs okay top the', 'start': 230.48, 'duration': 15.72}, {'text': 'coffee in your pickup that means we only', 'start': 241.55, 'duration': 7.77}, {'text': ""need 10 10 shopkins and we've got a"", 'start': 246.2, 'duration': 8.09}, {'text': 'whole set - for limited editions awesome', 'start': 249.32, 'duration': 19.01}, {'text': ""okay and that we've got too many kick"", 'start': 254.29, 'duration': 20.35}, {'text': 'hmm hey Toby last one okay this is it', 'start': 268.33, 'duration': 9.4}, {'text': 'this is a beat but the last one on the', 'start': 274.64, 'duration': 5.49}, {'text': 'top T it has to have an altar there I', 'start': 277.73, 'duration': 12.48}, {'text': ""think is perhaps it has let's see yeah"", 'start': 280.13, 'duration': 11.82}, {'text': 'Oh what we have the yellow what assume', 'start': 290.21, 'duration': 5.34}, {'text': 'that you like do you like the other one', 'start': 291.95, 'duration': 8.82}, {'text': ""I do I do but it's not it's not"", 'start': 295.55, 'duration': 7.14}, {'text': 'juwatch now just know if they feel a', 'start': 300.77, 'duration': 3.24}, {'text': 'little bit different the feel quite', 'start': 302.69, 'duration': 4.07}, {'text': 'rubbery as opposed to the other ones', 'start': 304.01, 'duration': 8.31}, {'text': 'yeah I feel a little different to be in', 'start': 306.76, 'duration': 13.39}, {'text': 'the US okay and we have garlic rose as', 'start': 312.32, 'duration': 11.13}, {'text': ""well but blue Gallic Rose got y'all I"", 'start': 320.15, 'duration': 7.11}, {'text': 'love garlic okay so they would have lots', 'start': 323.45, 'duration': 9.54}, {'text': 'wine and the copy of our shopkins again', 'start': 327.26, 'duration': 7.23}, {'text': ""because he's new asked to be Tuffy"", 'start': 332.99, 'duration': 4.23}, {'text': ""Buffett okay I'm gonna have to say my"", 'start': 334.49, 'duration': 5.43}, {'text': 'favorite is you guess you can say waffle', 'start': 337.22, 'duration': 15.95}, {'text': ""sue no I'm gonna say kind of fine yeah"", 'start': 339.92, 'duration': 15.48}, {'text': ""so it's not in the comments below who"", 'start': 353.17, 'duration': 4.03}, {'text': 'your favorite shopkin was can part three', 'start': 355.4, 'duration': 4.29}, {'text': 'of our shopkins dry legs yeah and also', 'start': 357.2, 'duration': 4.17}, {'text': 'give us a big thumbs up if you liked', 'start': 359.69, 'duration': 3.93}, {'text': ""this video don't forget you can also"", 'start': 361.37, 'duration': 4.53}, {'text': 'follow us on Instagram Twitter Facebook', 'start': 363.62, 'duration': 4.92}, {'text': 'and Pinterest all details in the', 'start': 365.9, 'duration': 4.83}, {'text': 'detailed box below so thanks for tuning', 'start': 368.54, 'duration': 4.32}, {'text': 'in to part three of our shopkins season', 'start': 370.73, 'duration': 4.05}, {'text': ""two surprise eggs and we'll hopefully"", 'start': 372.86, 'duration': 4.98}, {'text': 'see you impact bar look thanks Amsterdam', 'start': 374.78, 'duration': 4.97}, {'text': 'take care', 'start': 377.84, 'duration': 12.83}, {'text': '[Music]', 'start': 379.75, 'duration': 10.92}]"
